ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO20N000607,행사,행사,다대포어항문화축제,부산광역시,사하구,2638010600,다대동,,,263804202172,부산광역시 사하구 다대동로8번길 40 (다대동),49522,마라342743,35.05560102,128.9724274,다대포 일원,20191115,20191116,"어류방류 체험, 생선회 정량달기 등",다대포어항문화축제추진위원회,부산광역시 수협(다대 어촌계),사하구,051-220-4501,https://www.saha.go.kr/tour/contents.do?mId=0202040000,,20200618,3340000,부산광역시 사하구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000608,행사,행사,금천하모니벚꽃축제 2019,서울특별시,금천구,1154510300,시흥동,,,115454151335,서울특별시 금천구 시흥대로73길 70 (시흥동),08611,다사465399,37.45706511,126.8960352,금천구청 광장 및 안양천변,20190405,20190406,"개막공연(금나래의전설), 꽃길만 걷자(아트브리지, 빛아트 등), 금천하모니오케스트라, 우리동네 슈퍼스타, 하모니벚꽃장 등",금천하모니벚꽃축제거버넌스,서울특별시 금천구청+금천문화재단,서울특별시,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,20200616,3170000,서울특별시 금천구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000609,행사,행사,정조대왕 능행차 공동재현,서울특별시,금천구,1154510300,시흥동,1154571000,시흥제5동,115453117006,서울특별시 금천구 은행나무로 45 (시흥동),08642,다사476392,37.4510151,126.9075078,시흥IC~시흥행궁,20191005,20191005,"의궤복원 프로그램(행렬, 격쟁 등), 주요행사(전통공연, 체험프로그램),주민환영행사프로그램(구민퍼레이드, 향토문화축제 등)",금천구,"서울특별시, 수원시, 화성시",서울특별시,02-2627-1452,http://www.kingjeongjo-parade.kr/,,20200616,3170000,서울특별시 금천구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000610,행사,행사,제16회 진안고원운장산 고로쇠축제,,,,,,,,,,다마905759,35.980285,127.395513,주천면 운일암반일암 삼거광장,20200314,20200315,고로쇠 판매외,진안고원운장산고로쇠축제추진위원회,전라북도 진안군,지역 유관기관,063-430-2393,www.jinanfestival.com,,20200602,4730000,전라북도 진안군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000611,행사,행사,2020 진안 원연장 꽃잔디축제,,,,,,,,,,다마906538,35.781374,127.396033,꽃잔디동산 및 원연장마을,20200411,20200510,꽃잔디 판매 외,전라북도 진안군,전라북도 진안군,,063-430-2393,www.jinanfestival.com,,20200602,4730000,전라북도 진안군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000612,행사,행사,제12회 진안고원 수박축제,전라북도,진안군,4572033023,동향면,,,457203274058,전라북도 진안군 동향면 진성로 1687,55446,라마067605,35.84147509,127.5747127,동향면 체련공원 일원,20200801,20200802,수박판매외,진안고원수박축제추진위원회,전라북도 진안군,지역 유관기관,063-430-2393,www.jinanfestival.com,,20200602,4730000,전라북도 진안군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000613,행사,행사,2020 진안홍삼축제,전라북도,진안군,4572025023,진안읍,,,457203274014,전라북도 진안군 진안읍 마이산로 160,55438,다마924529,35.773251,127.4162556,마이산 북부일원,20201009,20201012,홍삼판매 및 문화공연,진안홍삼축제추진위원회,전라북도 진안군,전라북도외,063-430-2392,www.jinanfestival.com,,20200602,4730000,전라북도 진안군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000614,행사,행사,2020 아라마린 워터페스티벌,경기도,김포시,4157025325,고촌읍,,,415704427677,경기도 김포시 고촌읍 아라육로270번길 74,10135,다사370556,37.59765509,126.7869691,경인아라뱃길 김포여객터미널(↔계양대교 구간),20200808,20200809,수상레저체험  및 공연행사 개최,(주)워터웨이플러스,김포시,,031-980-2488,https://www.waterway.or.kr/,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000615,행사,행사,DMZ 울트라트레일러닝,경기도,김포시,4157034033,대곶면,4157034000,대곶면,415703209037,경기도 김포시 대곶면 대명항1로 110-36,10041,다사152605,37.6406387,126.539261,"김포 평화누리길(파주, 연천 평화누리길 연계)",20200901,20200930,트래킹 마니아층 및 외국인 대상으로 개최되는 차별화된 접경지역 스포츠 행사,"경기도, 김포시, 파주시, 연천군","경기도, 김포시, 파주시, 연천군",,031-980-2489,http://www.dmztrailrun.com/media/,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000616,행사,행사,2020 김포 국제무선자동차대회 개최,경기도,김포시,4157025021,통진읍,,,415702209001,경기도 김포시 통진읍 김포대로 1966,10014,다사228648,37.68028573,126.6249423,김포 GRC,20200917,20200920,무선자동차 레이싱 대회 및 체험,김포문화재단,김포시,,031-980-2488,,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000617,행사,행사,김포 평화누리길 걷기행사,경기도,김포시,4157036026,하성면,,,415703209120,경기도 김포시 하성면 평화공원로 139,10004,다사201719,37.74322967,126.5940602,김포 평화누리길 1~3코스,20200501,20201031,평화누리길 걷기행사,경기관광공사,김포시,,031-980-2489,http://dmz.ggtour.or.kr/index.php,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000618,행사,행사,2020 김포 도심축제,경기도,김포시,4157010400,장기동,,,415704427668,경기도 김포시 김포한강2로24번길 29 (장기동),10079,다사273607,37.64350661,126.676558,한강중앙공원 및 라베니체 일원,20200919,20200919,"체험, 먹거리 부스, 공연행사",김포문화재단,김포시,,031-980-2488,,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000619,행사,행사,김포통진두레놀이 가마솥밥짓기 경연대회,경기도,김포시,4157010300,운양동,,,415703209174,경기도 김포시 김포한강11로 162 (운양동),10077,다사289609,37.6451001,126.6946864,아트빌리지 야외공연장,20201001,20201001,전통가마솥 밥짓기 행사,김포시,김포시,,031-980-2485,,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000620,행사,행사,월곶 저잣거리축제,경기도,김포시,4157035021,월곶면,,,415704427378,경기도 김포시 월곶면 애기봉로7번길 29,10024,다사166689,37.71599422,126.5538862,월곶면 군하리 일원,20201017,20201017,도임행렬 및 옛 장터 재현 행사,김포문화재단,김포시,,031-980-2488,,,20200511,4090000,경기도 김포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000621,행사,행사,2018 수원독서문화축제,경기도,수원시 팔달구,4111513000,신풍동,4111574000,행궁동,4.11154E+11,경기도 수원시 팔달구 신풍로23번길 68(신풍동),16258,다사566206,37.283861,127.010433,선경도서관+행궁광장+수원전통문화관,20180906,20180909,독서축제,수원시 도서관사업소,수원시,,031-228-4802,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000622,행사,행사,2019 수원독서문화축제,경기도,수원시 팔달구,4111513100,장안동,,,411153176008,경기도 수원시 팔달구 신풍로 74 (장안동),16252,다사568210,37.287537,127.0135776,장안공원,20191012,20191012,독서축제,수원시 도서관사업소,수원시,,031-228-4802,,돼지열병 확산방지를 위한 축제 취소,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000623,행사,행사,2019 수원연극축제,경기도,수원시 권선구,4111313100,서둔동,4111356000,서둔동,411133175024,경기도 수원시 권선구 서둔로 166 (서둔동),16614,다사543187,37.2667769,126.9850191,경기상상캠퍼스,20190524,20190526,연극 및 퍼포먼스,(재)수원문화재단,수원시,,031-290-3532,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000624,행사,행사,제55회 수원화성문화제,경기도,수원시 팔달구,4111512300,남창동,,,411153176017,경기도 수원시 팔달구 행궁로 11 (남창동),16261,다사570203,37.2809881,127.0152227,"화성행궁, 행궁광장, 연무대 등 수원화성 일원",20181005,20181007,제55회 수원화성문화제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000625,행사,행사,제56회 수원화성문화제,경기도,수원시 팔달구,4111512300,남창동,4111574000,행궁동,4.11153E+11,경기도 수원시 팔달구 행궁로 11,16261,다사570203,37.2809881,127.0152227,"화성행궁, 행궁광장, 연무대 등 수원화성 일원",20191003,20191006,제56회 수원화성문화제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000626,행사,행사,2019 수원등불축제,경기도,수원시 팔달구,4111512800,매향동,4111574000,행궁동,411154322168,경기도 수원시 팔달구 수원천로392번길 44-6 (매향동),16254,다사572210,37.28754,127.018085,수원천,20191003,20191006,수원사랑 등불축제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000627,행사,행사,2017 음식 문화축제,경기도,수원시 팔달구,4111512300,남창동,4111574000,행궁동,411153012006,경기도 수원시 팔달구 정조로 825 (남창동),16258,다사569204,37.281882,127.014393,화성행궁주차장,20170922,20170924,"한중일 음식코너, 요리경연대회 및 체험행사",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000628,행사,행사,2018 음식 문화축제,경기도,수원시 팔달구,4111512300,남창동,4111574000,행궁동,411153012006,경기도 수원시 팔달구 정조로 825 (남창동),16258,다사569204,37.281882,127.014393,화성행궁주차장,20181005,20181007,"한중일 음식코너, 국제 자매도시 조리사 초청 음식전, 요리경연대회 및 무대공연",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000629,행사,행사,2019 음식 문화축제,경기도,수원시 팔달구,4111512300,남창동,4111574000,행궁동,411153012006,경기도 수원시 팔달구 정조로 825 (남창동),16258,다사569204,37.281882,127.014393,신풍지구남측부지(구 우체국 자리),20191003,20191006,"국제 자매도시 조리사 초청 음식전, 음식문화개선 홍보관 등",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000630,행사,행사,속리산 신화여행축제,,,,,,,,,,라바290372,36.53271475,127.8247988,"속리산 잔디공원, 법주사 일원",20200731,20200802,"천왕봉 산신제, 민속예술경연대회, 비빔밥 파티 등",속리산 신화여행축제 추진위원회,"보은군, 법주사",보은군,043-540-3754,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_03/view.do?cntno=28,,20200602,4420000,충청북도 보은군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000631,행사,행사,보은대추축제,충청북도,보은군,4372025031,보은읍,4372025000,보은읍,4.37203E+11,충청북도 보은군 보은읍 뱃들로 55-1,28937,라바200321,36.48629611,127.723402,보은읍 뱃들공원,20201016,20201025,"각종 문화예술공연 및 체험전시, 대추 및 농특산물 전시판매, 전국 민속 소싸움 대회 등",충청북도 보은군-군청,보은대추축제추진위원회,,043-540-3392,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_01/view.do?cntno=29,,20200602,4420000,충청북도 보은군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000632,행사,행사,정서진 해넘이 축제,인천광역시,서구,2826011900,오류동,2826072000,오류왕길동,282603156173,인천광역시 서구 정서진1로 41 (오류동),22850,다사211513,37.55843765,126.6074637,인천 서구 정서진,20201231,20201231,"일몰이벤트, 축하공연",인천광역시 서구문화원,인천광역시 서구,,032-560-5933,http://www.seo.incheon.kr/,,20200427,3560000,인천광역시 서구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000633,행사,행사,부산 차이나타운특구 문화축제,부산광역시,동구,2617010100,초량동,2617051000,초량제1동,261703006002,부산광역시 동구 초량중로 36 (초량동),48818,마라401810,35.11507608,129.0375502,"부산역 광장, 차이나타운특구 일원",20201016,20201018,"볼거리, 먹거리, 체험 프로그램 구성,중국문화원, 중국유학생 등 다양한 채널을 통한 중국전통공연과 한국을 대표할 수 있는 문화공연 및 체험 등 배치",부산차이나타운축제추진위원회,부산 동구,,051-440-4062,http://tour.bsdonggu.go.kr/,,20200526,3270000,부산광역시 동구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000634,행사,행사,제2회 예천국제스마트폰영화제,,,,,,,,,,라바884424,36.57611283,128.4887715,경북도청 신도시 특설무대,20200919,20200920,"개막식, 시상식, 폐막식",예천국제스마트폰조직위원회,예천군,"문화체육관광부, 경상북도",054-650-6396,http://yisff.kr,,20200531,5230000,경상북도 예천군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000635,행사,행사,삼강주막 나루터축제,,,,,,,,,,라바714409,36.56335128,128.2981323,풍양면 삼강주막,20201001,20201003,"공연, 각종체험 등",㈜예천문화사업단,예천군,경상북도,054-650-6902,https://www.ycg.kr/open.content/tour/festivals/samgang/,,20200531,5230000,경상북도 예천군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000636,행사,행사,영도구룡축제,부산광역시,영도구,2620012100,동삼동,2620065000,동삼제1동,262003128023,부산광역시 영도구 중리로 44-1 (동삼동),49115,마라429766,35.0749124,129.0684034,동삼1동 주민센터 및 영도여고 뒤편 함지로 일원,20200101,20201231,"각종 문화공연, 구룡가요제, 벚꽃길 걷기대회, 전시, 체험부스 운영 등",영도구룡축제추진위원회,동삼1동발전협의회,,051-419-4852,http://www.yeongdo.go.kr/main.web,,20200602,3280000,부산광역시 영도구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000637,행사,행사,동삼풍어제,부산광역시,영도구,2620012100,동삼동,2620066000,동삼제2동,262004184371,부산광역시 영도구 하리해안길 12 (동삼동),49125,마라441760,35.06937472,129.0809397,동삼동 하리항 입구 선착장,20200101,20201231,"지신밟기, 바라품, 개회식, 살풀이등 풍어제, 12계단 작두",동삼어촌계 풍어제추진위원회,동삼어촌계 풍어제추진위원회,,051-405-0204,http://www.yeongdo.go.kr/main.web,,20200602,3280000,부산광역시 영도구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000638,행사,행사,발복기원제,부산광역시,영도구,2620012000,청학동,2620064000,청학제2동,2.62004E+11,부산광역시 영도구 벚꽃길 117,49087,마라417774,35.0819541,129.0552017,봉래산 헬기장,20200611,20200611,"개회식, 기원제, 길놀이, 의식공연, 음복례 등",봉래산발복기원제추진위원회,봉래산발복기원제추진위원회,,051-419-4064,http://www.yeongdo.go.kr/main.web,,20200602,3280000,부산광역시 영도구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000639,행사,행사,제15회 수국꽃 문화축제,부산광역시,영도구,2620012100,동삼동,,,262003128019,부산광역시 영도구 전망로 119 (동삼동),49127,마라449745,35.05597301,129.0897518,태종대 내 태종사 일원,20200101,20201231,"개막식, 수국꽃 관람, 꽃밭포토존, 꽃밭버스킹, 꽃밭냉면시식회, 힐링체험프로그램(6종), 아트(프리)마켓 운영",수국축제추진위원회,대한불교조계종 태종사,"부산광역시, 영도구, 부산시설공단, 부산관광공사",051-419-4064,http://www.yeongdo.go.kr/main.web,,20200602,3280000,부산광역시 영도구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000640,행사,행사,제28회 영도다리축제,,,,,,,,,,마라439769,35.07714964,129.0793867,"영도대교 일원, 아미르공원",20201016,20201018,"개막주제공연, 축하공연, 불꽃쇼, 퍼레이드, 체험행사 등",영도문화원,영도구,,051-419-4064,https://korean.visitkorea.or.kr/detail/content_view.html?cid=1080734,,20200602,3280000,부산광역시 영도구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000641,행사,행사,응봉산 해맞이축제,서울특별시,성동구,1120010800,응봉동,1120058000,응봉동,1.12004E+11,서울특별시 성동구 독서당로60길 13-1,4742,다사585500,37.548551,127.030821,서울특별시 성동구 응봉동 응봉산,20200101,20200101,"신년 북 다고, 새해 덕담, 해돋이 감상",서울특별시 성동구청,서울특별시 성동구청,,02-2286-5203,www.sd.go.kr,,20200608,3030000,서울특별시 성동구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000642,행사,행사,감자옥수수 축제,충청북도,옥천군,4373033021,안내면,4373033000,안내면,437304526444,충청북도 옥천군 안내면 현리길 91-10,29006,라바143216,36.39260006,127.6597718,현리 생태공원 일원,20200718,20200719,감자옥수수 홍보 판매,옥수수·감자축제 위원회,옥천군,,043-730-4611,,"육영수생가, 정지용문학관, 장령산자연휴양림　",20200602,4430000,충청북도 옥천군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000643,행사,행사,지용제,충청북도,옥천군,4373025024,옥천읍,,,437304526438,충청북도 옥천군 옥천읍 향수길 56,29030,라바073130,36.31501588,127.5815719,정지용생가 및 구읍일원,20201015,20201018,"지용문학상 시상 등 문학프로그램 운영, 방문객 참여 및 체험프로그램, 각종 전시행사 등",옥천문화원,옥천군,,,,,20200608,4430000,충청북도 옥천군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000644,행사,행사,음성품바축제,충청북도,음성군,4377025021,음성읍,4377025000,음성읍,437703247036,충청북도 음성군 음성읍 예술로 102,27692,라바160814,36.93152313,127.6806296,설성공원,20200826,20200830,품바공연,품바축제기획실무위원회,음성군 축제추진 위원회,충청북도 음성군,043-873-2241,http://www.pumba21.com/,,20200526,4470000,충청북도 음성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000645,행사,행사,설성문화제,충청북도,음성군,4377025021,음성읍,4377025000,음성읍,437703247030,충청북도 음성군 음성읍 수정로 38,27703,라바169817,36.93427623,127.6906949,설성공원 또는 종합운동장,20201016,20201018,민속놀이,설성문화제기획실무위원회,음성군 축제추진 위원회,충청북도 음성군,043-872-4084,http://eumseong.kccf.or.kr,2020년 행사일정 미확정,20200526,4470000,충청북도 음성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000646,행사,행사,음성명작페스티벌,충청북도,음성군,4377025322,금왕읍,,,437703247019,충청북도 음성군 금왕읍 무극로 370,27627,라바092883,36.99372794,127.604295,금왕읍 일원,20200923,20200927,음성군 농산물축제,음성페스티벌기획실무위원회,음성군 축제추진 위원회,충청북도 음성군,043-871-3692,,2020년 행사일정 미확정,20200526,4470000,충청북도 음성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000647,행사,행사,음성들깨축제,,,,,,,,,,라바092926,37.032086,127.603688,금왕생활체육공원,20200923,20200927,심포지엄 및 전국요리경연대회,음성군/음성들깨농촌융복합산업사업단,음성들깨농촌융복합산업사업단,충청북도 음성군,043-872-5442,,,20200526,4470000,충청북도 음성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000648,행사,행사,계양산국악제,인천광역시,계양구,2824510200,계산동,2824561200,계산2동,282453008034,인천광역시 계양구 주부토로 570 (계산동),21030,다사318498,37.54504438,126.7289968,계산체육공원,20200912,20200913,"유명국악인 축하공연, 길놀이, 국악경연대회",계양구,계양구,인천광역시,032-450-5874,,,20200602,3550000,인천광역시 계양구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000649,행사,행사,제32회 시민의 날 문화행사,경기도,오산시,4137010100,오산동,,,413703012069,경기도 오산시 경기동로 15 (오산동),18131,다사620065,37.15685632,127.0726163,오산종합운동장,20200925,20200926,축하공연 등,오산시,오산시,오산시,031-8036-7613,http://www.osan.go.kr,,20200601,4000000,경기도 오산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000650,행사,행사,제10회 오산 독산성 문화제,경기도,오산시,4137011400,지곶동,,,413704394053,경기도 오산시 독산성로269번길 144 (지곶동),18102,다사573095,37.183615,127.0197889,독산성 및 고인돌 공원,20201016,20201018,"권율장군을 주제로 한 공연, 전시, 체험 등",(재)오산문화재단,오산시,,031-379-9923,http://www.doksanseong.kr,,20200601,4000000,경기도 오산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000651,행사,행사,2020  제14회 종합예술제,경기도,오산시,4137010900,은계동,,,413703198046,경기도 오산시 현충로 100 (은계동),18131,다사624069,37.16022346,127.077061,"문예회관, 미술관",20201004,20201231,"공연, 문화예술체험, 예술전시",(사)한국예총 오산지회,(사)한국예총 오산지회,오산시,031-8036-7613,http://osanart.kr/,,20200601,4000000,경기도 오산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000652,행사,행사,2020 오산 통기타 페스티벌,경기도,오산시,4137010100,오산동,,,413703012069,경기도 오산시 경기동로 15 (오산동),18131,다사620065,37.15685632,127.0726163,오산종합운동장,20200925,20200926,"통기타 콘서트, 1인1악기 퍼포먼스 등",오산시,오산시,,031-8036-7612,,,20200601,4000000,경기도 오산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000653,행사,행사,제5회 인선왕후 축제,,,,,,,,,,,,,매꼴어린이공원,20200912,20200912,인선왕후 선발대회 및 퍼레이드,인선왕후축제 추진위원회,인선왕후축제 추진위원회,,031-310-4758,,,20200601,4010000,경기도 시흥시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000654,행사,행사,제21회 청양고추.구기자축제,,,,,,,,,,다바376278,36.446571,126.804563,백세공원일원,20200904,20200906,"고추판매 및 체험프로그램, 공연 등",청양고추구기자축제추진위원회,청양고추구기자축제추진위원회,충청남도 청양군,041-940-2302,www.cygg.kr,"백세공원,청양고추시장, 청양시장",20200518,4590000,충청남도 청양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000655,행사,행사,소요단풍문화제,경기도,동두천시,4125010900,상봉암동,,,412504367186,경기도 동두천시 평화로2910번길 145 (상봉암동),11307,다사621941,37.94652177,127.0693409,소요산 및 동두천관내,20201031,20201101,단풍의 아름다움을 널리 알리기 위해 1986년부터 시작되어 매년 10월말경이면 동두천시 전역과 소요산에서 펼쳐지는 동두천의 대표적인 축제,동두천문화원,동두천문화원,"동두천시, 동두천시의회 등",031-860-2063,http://www.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000656,행사,행사,동두천락페스티벌,경기도,동두천시,4125010900,상봉암동,,,412504367186,경기도 동두천시 평화로2910번길 145 (상봉암동),11307,다사621941,37.94652177,127.0693409,소요산 및 보산동관광특구,20200829,20200830,동두천시에서 해마다 여름에 열리는 록 음악 축제,동두천 락페스티벌 조직위원회,동두천 락페스티벌 조직위원회,"동두천시, 동두천시의회 등",031-863-0351,http://www.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000657,행사,행사,정월대보름 달맞이 행사,대구광역시,동구,2714011500,서호동,2714074500,안심3.4동,2.71404E+11,대구광역시 동구 안심로50길 25,41101,다사607886,37.89638739,127.0532018,보건소앞 공원,20200208,20200208,"한해의 풍요와 시민의 안녕과 지역발전을 기원하는 한 편, 동별로 시민화합을 위한 축제의 한마당을 제고하는 행사",동두천문화원,동두천문화원,"동두천시, 동두천시의회 등",031-860-2063,http://www.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000658,행사,행사,왕방산 국제MTB대회,경기도,동두천시,4125010300,생연동,4125056500,불현동,412503189020,경기도 동두천시 어등로 45 (생연동),11320,다사622890,37.90083977,127.0704987,왕방산 일원,20191020,20191020,국제MTB대회,(사)대한자전거연맹,(사)대한자전거연맹,"동두천시, 동두천시의회 등",031-860-2209,http://mtb.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000659,행사,행사,2019 제4회 이담농악두드림대축제,경기도,동두천시,4125010300,생연동,4125053500,중앙동,412503189031,경기도 동두천시 중앙로 268 (생연동),11329,다사608896,37.90543939,127.0546796,중앙 도심교통광장,20190615,20190615,동두천시 무형문화재 제3호 이담농악보존회에서 주관하는 축제,이담농악보존회,이담농악보존회,동두천시,031-860-2063,http://www.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000660,행사,행사,제4회 동두천 국제 트레일러닝 대회,경기도,동두천시,4125010300,생연동,4125056500,불현동,412503189020,경기도 동두천시 어등로 45 (생연동),11320,다사622890,37.90083977,127.0704987,종합운동장,20190420,20190420,천혜의 자연 경관을 바탕으로 명실상부한 국내 최고의 트레일러닝대회,럭엑스런,럭엑스런,"동두천시, 문화체육관광부",031-860-2209,http://www.korea50k.com,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
KC488PO20N000661,행사,행사,상패남산축제,경기도,동두천시,4125011200,상패동,4125060000,상패동,412503189021,경기도 동두천시 어수로 8 (상패동),11340,다사599896,37.90537169,127.0442776,상패동수변공원,20180908,20180908,"공연,체험,먹거리장터등",상패동주민자치위원회,경기도 동두천시 상패동주민센터,,031-860-3180,http://www.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20200519
