ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO22N000679,행사,행사,세종축제,세종특별자치시,,3611031025,연기면 세종리,3611031000,연기면,3.61E+11,세종특별자치시 연기면 다솜로 216,30120,다바794334,127.270076,36.49881773,세종호수공원,2019-10-05,2019-10-09,세종대왕의 업적과 정신인 한글·과학·음악·애민사상 등의 소재로 구성,세종특별자치시,세종특별자치시,,,,,2019-09-21,5690000,세종특별자치시,20190921,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20190921
KC488PO22N000680,행사,행사,세종 조치원 복숭아  축제,세종특별자치시,,3611025028,조치원읍 침산리,3611025000,조치원읍,3.61E+11,세종특별자치시 조치원읍 문예회관길 22,30020,다바810446,127.287846,36.5998248,세종문화예술회관,2019-08-03,2019-08-04,"복숭아농장 수확체험, 복숭아품평회, 복숭아판매장운영, 문화·전시행사",세종특별자치시,세종특별자치시,,,,,2019-09-21,5690000,세종특별자치시,20190921,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20190921
KC488PO22N000681,행사,행사,나라꽃 무궁화 세종축제,세종특별자치시,,3611011000,어진동,3611052000,도담동,3.61E+11,세종특별자치시 다솜3로 66,30107,다바794337,127.2699735,36.50109974,정부세종컨벤션센터,2019-08-15,2019-08-16,무궁화의 아름다움과 다양성을 보여주는 공연·체험·전시 행사,세종특별자치시,세종특별자치시,,,,,2019-09-21,5690000,세종특별자치시,20190921,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20190921
KC488PO22N000682,행사,행사,계룡군문화축제,충청남도,계룡시,4425010100,금암동,4425051000,금암동,4.43E+11,충청남도 계룡시 장안로 46,32823,다바774085,127.248827,36.274229,계룡대 비상활주로 일원,2018-10-05,2018-10-09,"軍관련 공연, 전시, 체험행사 등",계룡시,계룡시,문화체육관광부,042-840-2431,http://www.m-festival.org/,,2018-08-20,5580000,충청남도 계룡시,20180820,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180820
KC488PO22N000683,행사,행사,정의공주와 함께 하는 도봉 한글잔치,서울특별시,도봉구,,,,,,서울특별시 도봉구 원당샘공원,,다사588631,127.03375,37.66667,방학동 원당샘공원,2015-10-09,2015-10-09,"문화예술공연, 백일장 및 사생대회, 전통놀이체험 등",서울특별시 도봉구청,"서울특별시 도봉구청, 도봉문화원",,02-905-4026,,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000684,행사,행사,정월대보름 큰잔치,서울특별시,도봉구,1132010600,방학동,1132069000,방학1동,1.13E+11,서울특별시 도봉구 마들로 656,1331,다사601635,127.0483768,37.6707774,"도봉구청 광장, 중랑천변",2015-03-05,2015-03-05,"길놀이, 풍물놀이, 소원지 붙이기, 달집태우기, 민속놀이 체험마당,청소년 동아리 프로그램 공연 및 솟대외줄타기 공연",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000685,행사,행사,도봉서원 춘·추향제,서울특별시,도봉구,1132010800,도봉동,1132052100,도봉1동,,서울특별시 도봉구 도봉산길 90,1300,다사587651,127.0325089,37.6853826,도봉서원,2015-04-28,2015-10-22,"분향례, 전폐례, 초헌례, 아헌례, 종헌례, 음복례 등 제례, 추모음악회",서울특별시 도봉구청,"서울특별시 도봉구청,(사)도봉서원",,02-905-4026,,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000686,행사,행사,도봉산 산사축제,서울특별시,도봉구,,,,,,서울특별시 도봉구,,다사589653,127.033968,37.6864694,도봉산 일대,2015-10-02,2015-10-03,"산사음악회, 영산재, 사찰음식전 등",서울특별시 도봉구청,서울특별시 도봉구청,,02-905-4026,,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000687,행사,행사,도봉구민 건강축제,서울특별시,도봉구,1132010600,방학동,1132069000,방학1동,1.13E+11,서울특별시 도봉구 마들로 656,1331,다사600633,127.0470496,37.6686287,"도봉구청, 중랑천변",2015-10-16,2015-10-17,"도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-4422,,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000688,행사,행사,도봉 과학축전,서울특별시,도봉구,1132010600,방학동,1132069000,방학1동,1.13E+11,서울특별시 도봉구 마들로 656,1331,다사600633,127.0470496,37.6686287,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",2015-10-23,2015-10-28,과학 체험· 전시·교육·이벤트 마당 등,서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2316,http://science.dobong.go.kr,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000689,행사,행사,도봉구 등축제,서울특별시,도봉구,,,,,,서울특별시 도봉구,,다사592625,127.0382005,37.6617028,우이천,2015-09-11,2015-09-30,"둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,2018-05-01,3090000,서울특별시 도봉구,20180501,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20180501
KC488PO22N000690,행사,행사,2022 물금 벚꽃 축제,경상남도,양산시,4833025321,물금읍 물금리,4833025300,물금읍,4.83E+11,경상남도 양산시 낙동로 295-9,50603,마마354017,128.9895949,35.30173083,양산시 황산공원 일원,2022-03-26,2022-03-30,"(비대면)축하공연, 공연행사, 지역주민참여행사, 문화전시행사 등",경상남도 양산시청,경상남도 양산시청,경상남도 양산시청,055-392-7012,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000691,행사,행사,2022 양산봄꽃축제,경상남도,양산시,4833010600,신기동,4833052000,삼성동,4.83E+11,경상남도 양산시 신기강변로 26(신기동),50573,마마393071,129.0341247,35.35002163,신기동 양산천둔치 유채꽃단지 일원,2022-04-05,2022-04-13,"(축제취소)튤립동산, 포토존, 풍차, 꽃탑 등",경상남도 양산시청,경상남도 양산시청,경상남도 양산시청,055-392-5343,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000692,행사,행사,원동미나리축제,경상남도,양산시,4833032021,원동면 원리,4833032000,원동면,4.83E+11,경상남도 양산시 원동면 원동로 1708,50587,마마290103,128.9211173,35.38015379,원동 함포마을 일원,2022-03-01,2022-03-31,"(축제취소)미나리 시식회 및 특산물 판매, 원동미나리 직판장 개설운영",원동청정미나리연구회,원동청정미나리연구회,경상남도 양산시청,055-392-3232,http://tour.yangsan.go.kr/,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000693,행사,행사,배내골고로쇠축제,경상남도,양산시,4833032026,원동면 선리,4833032000,원동면,4.83E+11,경상남도 양산시 원동면 배내로 431,50500,마마347222,128.985548,35.4865568,배내골홍보관,2022-03-26,2022-03-27,"(축제취소)고로쇠 시음회, 체험행사, 문화공연 등",배내골주민자치위원회,배내골주민자치위원회,경상남도 양산시청,055-392-3232,http://tour.yangsan.go.kr/,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000694,행사,행사,원동매화축제,경상남도,양산시,4833032024,원동면 영포리,4833032000,원동면,4.83E+11,경상남도 양산시 원동면 원동로 2220,50585,마마308148,128.9410364,35.42085217,원동마을 일원,2022-03-02,2022-03-20,"(비대면)원동매화 나무 분양 이벤트, 원동매화 사진/영상 공모 기획전",원동매화축제추진위원회,원동매화축제추진위원회,경상남도 양산시청,055-392-2548,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000695,행사,행사,양산시청소년한마음축제,경상남도,양산시,4833025321,물금읍 물금리,4833025300,물금읍,4.83E+11,경상남도 양산시 낙동로 295-9,50603,마마354017,128.9895949,35.30173083,황산공원,2022-09-06,2022-09-06,"(연기)기념식, 축하공연, 전국청소년동아리경연대회, EDM파티 등",경상남도 양산시 청소년회관,경상남도 양산시 청소년회관,경상남도 양산시청,055-392-4702,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000696,행사,행사,2022 양산 월드 힙합 어벤져스,경상남도,양산시,4833025321,물금읍 물금리,4833025300,물금읍,4.83E+11,경상남도 양산시 낙동로 295-9,50603,마마354017,128.9895949,35.30173083,황산공원,2022-05-27,2022-05-29,"개막식, 축하공연, 힙합댄스 경연대회, DJ/EDM파티 등",경상남도 양산시청,경상남도 양산시청,경상남도 양산시청,055-392-2544,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000697,행사,행사,2022 양산웅상회야제,경상남도,양산시,4833011900,평산동,4833056000,평산동,4.83E+11,경상남도 양산시 배움터길 60-19,50541,마마492103,129.1434299,35.37762612,웅상체육공원,2022-05-14,2022-05-15,"(축제취소)개막식, 폐막식, 공연, 시민참여 행사 등",양산웅상회야제추진위원회,양산웅상회야제추진위원회,경상남도 양산시청,055-392-6183,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000698,행사,행사,어린이날 가족한마당,경상남도,양산시,4833011400,삼호동,4833054000,서창동,4.83E+11,경상남도 양산시 대운9길 16-85,50525,마마527141,129.1822946,35.41161583,서창운동장,2022-05-05,2022-05-05,"(축제취소)공연, 참여 및 체험부스, 사생대회 등",웅상청년회의소,웅상청년회의소,경상남도 양산시청,055-392-6172,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000699,행사,행사,2022 양산삽량문화축전,경상남도,양산시,4833010400,북부동,4833051000,중앙동,4.83E+11,경상남도 양산시 양산대로 849,50619,마마395069,129.0354984,35.34855992,양산천둔치 일원 및 양산종합운동장,2022-09-30,2022-10-01,"공식공연, 양산 다시 삽량에서 通하다(공연/전시.체험), 맛있는즐거움, 부대행사 등",양산삽량문화축전추진위원회,경상남도 양산시청,경상남도 양산시청,055-392-2543,,,2022-09-30,5380000,경상남도 양산시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N000700,행사,행사,자라섬 국제재즈페스티벌,경기도,가평군,4182025022,가평읍 대곡리,4182025000,가평읍,4.18E+11,경기도 가평군 가평읍 자라섬로 60,12421,라사018801,127.5210451,37.82089751,가평읍 읍내리 자라섬 일원,2022-10-01,2022-10-30,재즈공연+전시 및 체험+먹거리,(사)자라섬청소년재즈센터,(사)자라섬청소년재즈센터,,031-581-2813,https://www.facebook.com/jarasumjazz,남이섬+쁘띠프랑스+아침고요수목원,2022-11-29,4160000,경기도 가평군,20221129,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221129
KC488PO22N000701,행사,행사,2017 물의나라화천 쪽배축제,강원도,화천군,4279025022,화천읍 하리,4279025000,화천읍,4.28E+11,강원도 화천군 화천읍 강변로 2-54,24131,라아172111,127.6970642,38.1007316,강원도 화천군 화천읍 붕어섬일원,2017-07-29,2017-08-13,"물놀이장, 산천호경주대회, 창작쪽배콘테스트 등",(재)나라,강원도 화천군청,,1688-3005,www.narafestival.com,,2022-12-06,4310000,강원도 화천군,20221206,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221206
KC488PO22N000702,행사,행사,2017 얼음나라화천 산천어축제,강원도,화천군,4279025023,화천읍 중리,4279025000,화천읍,4.28E+11,강원도 화천군 화천읍 산천어길 137,24114,라아183125,127.709826,38.112578,강원도 화천군 화천읍 화천천일원,2017-01-14,2016-02-05,"얼음낚시, 맨손잡기, 눈얼음체험, 얼음조각광장 등",(재)나라,강원도 화천군청,문화체육관광부,1688-3005,www.narafestival.com,,2022-12-06,4310000,강원도 화천군,20221206,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221206
KC488PO22N000703,행사,행사,구문소용축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,구문소관광단지 일원,2022-08-13,2022-08-14,용신제+전통공연+체험프로그램,구문소축제위원회,구문소축제위원회,강원도 태백시청,033-581-6904,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000704,행사,행사,태백 커플축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,통리 태양의 후예 공원 일원,2022-09-17,2022-09-18,문화공연+체험행사+커플이벤트 등,태백커플축제위원회,"황연동, 황연동주민자치위원회",강원도 태백시청,033-552-1371,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000705,행사,행사,한강 낙동강 발원지 축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,황지연못(문화광장)+중앙로+ 검룡소 등,2022-07-29,2022-08-07,물놀이난장+공연+체험행사+부스 운영 등,태백시문화재단,태백시문화재단,강원도 태백시청,033-553-6900,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000706,행사,행사,삼수 매봉산 바람개비 축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,매봉산 일원,2022-08-05,2022-08-07,공연+체험프로그램+부스 운영 등,삼수동주민자치위원회,삼수동축제위원회,강원도 태백시청,033-552-1376,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000707,행사,행사,장성탄탄축제활기찬동행,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,장성중앙시장 일원,2022-09-24,2022-09-25,공연+체험프로그램+부스 운영 등,장성동축제위원회,징성동주민자치위원회,강원도 태백시청,033-581-6903,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000708,행사,행사,태백 황지연못 황부자며느리 축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,횡지연못(문화광장) 일원,2022-09-23,2022-09-25,마당극+걷기행사+가요제+야시장,태백시여성단체협의회,황부자며느리축제위원회,강원도 태백시청,033-552-1370,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000709,행사,행사,철암 단풍축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,철암단풍군락지 일원,2022-10-14,2022-10-16,단풍길 걷기대회+전시회+먹거리 장터 등,철암동주민자치회,철암단풍축제위원회,강원도 태백시청,033-582-7906,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000710,행사,행사,태백산 눈축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,태백산국립공원+황지연못 일원,2023-01-01,2023-01-01,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,태백시문화재단,강원도 태백시청,033-553-6900,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20221205,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221205
KC488PO22N000711,행사,행사,강릉단오제,강원도,강릉시,4215012100,노암동,4215061500,강남동,4.22E+11,강원도 강릉시 단오장길 1 (노암동),25586,마사229729,128.8950714,37.74820212,강릉시 남대천 단오장 및 지정행사장,2022-05-30,2022-06-06,문화재행사+단오TV+전시+시민참여행사+단오유스페스티벌+온라인 챌린지 행사 등,(사)강릉단오제위원회+(사)강릉단오제보존회 외,(사)강릉단오제위원회+(사)강릉단오제보존회,강원도청+문화체육관광부,033-641-1593,http://www.danojefestival.or.kr,축제개요+역사+사진자료 등,2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000712,행사,행사,제23회 정동진독립영화제,강원도,강릉시,4215034028,강동면 정동진리,4215034000,강동면,4.22E+11,강원도 강릉시 강동면 헌화로 1055,25631,마사352664,129.0336174,37.68735318,정동초등학교 운동장,2022-09-23,2022-09-26,야외 독립영화제(슬로건: 별이 지는 하늘 영화가 뜨는 바다),제23회 정동진독립영화제 집행위원회,강릉씨네마떼끄+한국영상자료원,강원도청+강원도 강릉시청+강원문화재단+강릉국제영화제,033-645-7415,http://jiff.kr,"영화제 소개+프로그램,+부대행사+영화제 가이드+커뮤니티+역대 영화제 등",2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000713,행사,행사,강릉문화재야행,강원도,강릉시,4215010700,용강동,4215052000,중앙동,4.22E+11,강원도 강릉시 임영로131번길 6 (용강동),25534,마사226735,128.8919029,37.75294455,강릉대도호부관아(사적388호),2022-11-11,2022-11-13,역사문화시설 개방 및 전시.체험.공연 프로그램 운영(8가지 밤의 테마와 32개 프로그램),강릉문화원,강원도 강릉시청,문화재청+강원도청+코레일강원본부,033-823-3212,http://gncn.or.kr,행사개요+취지문+축시+야행스토리 등,2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000714,행사,행사,강릉커피축제,강원도,강릉시,4215010700,용강동,4215052000,중앙동,4.22E+11,강원도 강릉시 임영로131번길 6 (용강동),25534,마사226735,128.8919029,37.75294455,강릉대도호부 관아지 등,2022-10-06,2022-10-09,커피경연대회(바리스타+핸드드립+커핑+마카롱)+커피체험(로스팅+추출+커핑+공예품 등)+전시+공연 등,강릉문화재단,강원도 강릉시청,문화체육관광부+강원도청,033-647-6802,http://www.coffeefestival.net,프로그램+행사장안내 등,2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000715,행사,행사,전국생활문화축제 in강릉,강원도,강릉시,4215010300,명주동,4215052000,중앙동,4.22E+11,강원도 강릉시 경강로 2021번길9-1,25535,마사224732,128.8898121,37.75040333,강릉명주예술마당,2022-10-27,2022-10-30,전국 생활문화 활동 발표+기획 프로그램 등,강릉문화재단,강원도 강릉시청,지역문화진흥원,033-647-6808,,,2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000716,행사,행사,2022 강릉와인축제,강원도,강릉시,4215010500,임당동,4215052000,중앙동,4.22E+11,강원도 강릉시 경강로 2111,25532,마사231738,128.8974693,37.75589225,강릉 월화거리 일원(문선빌딩 방면),2022-12-09,2022-12-11,도전 와인 골든벨+선셋 와인 아워+시음존 등 운영,강릉문화재단,강원도 강릉시청,강원도청,033-647-6802,https://www.gncaf.or.kr/contents.asp?page=482,축제소개+사진자료 등,2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000717,행사,행사,2022 강릉누들축제,강원도,강릉시,4215010500,임당동,4215052000,중앙동,4.22E+11,강원도 강릉시 경강로 2112,25541,마사231737,128.8981649,37.75538612,강릉 월화거리 일원(홈플러스 방면),2022-12-16,2022-12-18,"누들 쿠킹쇼, 쿠킹클래스, 시식회, 대형 수제비 만들기 등",강원도 강릉시청,강원도 강릉시청,강원도 강릉시청,033-640-5130,,,2022-12-07,4200000,강원도 강릉시,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000718,행사,행사,장수 한우랑 사과랑 축제,전라북도,장수군,4574025027,장수읍 두산리,4574025000,장수읍,4.57E+11,전라북도 장수군 장수읍 한누리로 393,55638,라마016383,127.5181094,35.6411154,전라북도 장수군 의암공원 및 누리파크 일원,2022-10-27,2022-10-30,대표프로그램 등 7개분야 70여개 프로그램,사)장수한우랑사과랑축제추진위원회,전라북도 장수군,전라북도,063-350-2356,http://www.jangsufestival.com,장수 한우랑 사과랑 축제,2022-11-24,4750000,전라북도 장수군,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000719,행사,행사,완주와일드앤로컬푸드축제,전라북도,완주군,4571036000,고산면,4571036000,고산면,,전라북도 완주군 고산면 고산자연휴양림로 246,,,,,고산자연휴양림일원,2022-09-30,2022-10-02,"○ 자연친화&아웃도어 체험프로그램 - 수상한놀이터, 짚라인, 메뚜기잡기, 리틀와푸족,    와일드맨을찾아라, 로컬푸드 캠핑요리 경연대회등○ 건강한 먹거리 - 구이구이 로컬푸드(화덕체험), 로컬푸드 간식 맛보기,     완주로컬푸드쇼 등",와일드앤로컬푸드축제추진위원회,완주군,전라북도,063-290-2622,http://www.wanjufestival.kr/,-,2022-11-16,4720000,전라북도 완주군,20221116,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221116
KC488PO22N000720,행사,행사,2022 정조대왕 능행차 공동재현,경기도,수원시,4111512300,남창동,4111574000,행궁동,,경기도 수원시 팔달구 정조로 825,16258,다사569204,127.0143944,37.28188256,서울 창덕궁~수원화성~화성 융릉,2022-10-08,2022-10-09,1795년 정조대왕의 을묘년 원행을 완벽하게 재현하는 국내 최대 퍼레이드,(재)수원문화재단,경기도 수원시,,031-228-2367,https://www.swcf.or.kr/hlfl/,,2022-11-18,3740000,경기도 수원시,20221118,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221118
KC488PO22N000721,행사,행사,제59회 수원화성문화제,경기도,수원시,4111512300,남창동,4111574000,행궁동,,경기도 수원시 팔달구 정조로 825,16258,다사569204,127.0143944,37.28188256,수원화성 일원,2022-10-07,2022-10-09,정조대왕의 효심과 부국강병의 원대한 꿈으로 축성된 세계문화유산 수원화성에서 펼쳐지는 3일간의 행사,(재)수원문화재단,경기도 수원시,,031-228-3068,https://www.swcf.or.kr/hlfl/,,2022-11-18,3740000,경기도 수원시,20221118,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221118
KC488PO22N000722,행사,행사,2022 세계유산축전 수원화성,경기도,수원시,4111512300,남창동,4111574000,행궁동,,경기도 수원시 팔달구 정조로 825,16258,다사569204,127.0143944,37.28188256,수원화성 일원,2022-10-01,2022-10-22,세계유산의 가치를 향유 및 확산하기 위해 세계기록유산인 의궤와 세계문화유산인 수원화성을 활용한 공연 및 프로그램 등 행사 운영,(재)수원문화재단,경기도 수원시,,031-228-2454,https://www.swcf.or.kr/hlfl/,,2022-11-18,3740000,경기도 수원시,20221118,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221118
KC488PO22N000723,행사,행사,2022 수원화성 미디어아트쇼,경기도,수원시,4111512300,남창동,4111574000,행궁동,,경기도 수원시 팔달구 정조로 825,16258,다사569204,127.0143876,37.2818782,화홍문~남수문 일원,2022-09-23,2022-10-23,수원화성 대표 건축물에 프로젝션 맵핑/인터렉티브 미디어아트/레이저 등 디지털 미디어 기술을 활용한 미디어아트쇼,(재)수원문화재단,경기도 수원시,,031-228-2367,https://www.swcf.or.kr/hlfl/,,2022-11-18,3740000,경기도 수원시,20221118,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221118
KC488PO22N000724,행사,행사,2022 명량대첩축제,전라남도,진도군,4690031022,군내면 녹진리,4690031000,군내면,4.69E+11,전라남도 진도군 군내면 진도대로 8459-13 (녹진리 1)+전라남도 해남군 문내면 관광레저로 12 (학동리 산 36),58900,나라900202,126.3009784,34.5707173,해남·진도울돌목 일원,2022-09-30,2022-10-02,해전재현+출정식+평화의 민가행진+호국기원퍼포먼스+학술심포지엄 등,(재)명량대첩기념사업회,전라남도청+전라남도 해남군청+전라남도 진도군청,문화체육관광부+보건복지부+대한민국해군+한국관광공사+한국지역진흥재단,061-286-5261,http://www.mldc.kr/web/,,2022-11-29,6460000,전라남도,20221129,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221129
KC488PO22N000725,행사,행사,제28회 남도음식문화큰잔치,전라남도,여수시,4613012600,덕충동,4613076500,만덕동,4.61E+11,전라남도 여수시 박람회길 1,59723,라라225397,127.7465005,34.75218956,여수 세계박람회장 일원,2022-10-07,2022-10-09,상달행렬+천인오찬+달빛야시장+전시판매+경연대회 등,(재)남도음식문화큰잔치,전라남도청+전라남도 여수시청,문화체육관광부+농림축산식품부+식품의약품안전처+한국관광공사+한국지역진흥재단,061-286-5771,http://www.namdofood.or.kr/,,2022-11-29,6460000,전라남도,20221129,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221129
KC488PO22N000726,행사,행사,2022 목포항구축제,전라남도,목포시,4611010200,산정동,4611065500,만호동,4.61E+11,전라남도 목포시 삼학로92번길 6,58751,나라987441,126.3936866,34.7865332,목포항 및 삼학도 일원,2022-10-14,2022-10-16,퍼레이드+파시장터+공연+체험 등,전라남도 목포시청,목포시축제추진위원회,문화체육관광부+전라남도청+한국관광공사,061-270-8432,https://www.mokpo.go.kr/tour/festival,,2022-11-30,4800000,전라남도 목포시,20221130,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221130
KC488PO22N000727,행사,행사,대한민국 마한문화제,전라남도,나주시,4617033025,반남면 신촌리,4617033000,반남면,4.62E+11,전라남도 나주시 반남면 고분로 747,58301,다라231581,126.6589031,34.91485483,국립나주박물관,2022-10-08,2022-10-09,2천년 마한문화를 재조명하는 역사 문화 축제,나주마한문화축제추진위원회,나주시,전라남도 나주시청,061-339-8722,http://www.naju.go.kr/tour/,"국립나주박물관, 반남 고분군, 자미산",2022-11-29,4830000,전라남도 나주시,20221129,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221129
